Issue#,Type,Status,Priority,Resolution,Affects Version/s,Fix Version/s,Component/s,Labels,Estimated Complexity,Assignee,Reporter,Number of Votes,Number of Watchers,Created,Updated,Resolved,Description,Comments
10573,Bug,Resolved,Major,Fixed,,"2.18.2,                                            2.19.0","karaf,                                            osgi",None,Unknown,John Poth,John Poth,0,5,12/8/2016 12:14,2/13/2017 17:53,12/13/2016 9:42,"

In a OSGI environment only, FallBackTypeConverters are required to be annotated with @Converter whereas otherwise they are not.
This causes camel-jackson's FallbackTypeConverter to not be loaded and a 'NoTypeConversionAvailableException' will be thrown. 
I will provide a PR.

","





 ASF GitHub Bot
 added a comment  - 08/Dec/16 12:24 

GitHub user johnpoth opened a pull request:
 https://github.com/apache/camel/pull/1336
 CAMEL-10573: Align FallbackTypeConverter loading in OSGI environments
 https://issues.apache.org/jira/browse/CAMEL-10573
You can merge this pull request into a Git repository by running:
    $ git pull https://github.com/johnpoth/camel CAMEL-10573
Alternatively you can review and apply these changes as the patch at:
 https://github.com/apache/camel/pull/1336.patch
To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:
    This closes #1336

commit 3cac6640f6c2d12c9939dcd5c624e0a91bd263c5
Author: jpoth <poth.john@gmail.com>
Date:   2016-12-08T12:23:20Z
 CAMEL-10573: Align FallbackTypeConverter loading in OSGI environments
 







 ASF GitHub Bot
 added a comment  - 08/Dec/16 12:24                    GitHub user johnpoth opened a pull request: 

      https://github.com/apache/camel/pull/1336  

       CAMEL-10573  : Align FallbackTypeConverter loading in OSGI environments 

      https://issues.apache.org/jira/browse/CAMEL-10573  

 You can merge this pull request into a Git repository by running: 

     $ git pull  https://github.com/johnpoth/camel    CAMEL-10573   

 Alternatively you can review and apply these changes as the patch at: 

      https://github.com/apache/camel/pull/1336.patch  

 To close this pull request, make a commit to your master/trunk branch 
with (at least) the following in the commit message: 

     This closes #1336 

 
 commit 3cac6640f6c2d12c9939dcd5c624e0a91bd263c5 
Author: jpoth <poth.john@gmail.com> 
Date:   2016-12-08T12:23:20Z 

       CAMEL-10573  : Align FallbackTypeConverter loading in OSGI environments 

              








 Claus Ibsen
 added a comment  - 08/Dec/16 13:12 

Can you point out better why you think this PR is valid. Why should the test not be called? And you only did this code change in the first place not further below where the converter is loaded using package name.
And can you provide an unit test / sample project that reproduces this problem 







 Claus Ibsen
 added a comment  - 08/Dec/16 13:12                    Can you point out better why you think this PR is valid. Why should the test not be called? And you only did this code change in the first place not further below where the converter is loaded using package name. 

 And can you provide an unit test / sample project that reproduces this problem              








 John Poth
 added a comment  - 12/Dec/16 18:49 

Hi davsclaus,
Thanks for looking into this!
So this PR aligns the way FallbackTypeConverters are loaded in Camel-OSGI and in plain Camel. As you can see there is no annotation check in the latter.
I didn't remove the other annotation check you mentioned because it is in line with what plain Camel does.
The motivation behind this alignment is that, in Camel/OSGI, Camel-jackson's FallbackTypeConverter is not loaded. This is best illustrated by the added test in my PR. As there was no TypeConverter testing, I created my own (may be a good base to test other TypeConverters?).
I'd be happy to propose other solutions if alignment doesn't seem like a good idea 
Thanks!
John. 







 John Poth
 added a comment  - 12/Dec/16 18:49                    Hi  davsclaus , 

 Thanks for looking into this! 

 So this PR aligns the way FallbackTypeConverters are loaded in  Camel-OSGI  and in  plain  Camel. As you can see there is no annotation check in the latter. 

 I didn't remove the other annotation check you mentioned because it is in line with what plain Camel  does . 

 The motivation behind this alignment is that, in Camel/OSGI, Camel-jackson's  FallbackTypeConverter  is not loaded. This is best illustrated by the added  test  in my PR. As there was no TypeConverter testing, I created my own (may be a good base to test other TypeConverters?). 

 I'd be happy to propose other solutions if alignment doesn't seem like a good idea   

 Thanks! 

 John.              








 ASF GitHub Bot
 added a comment  - 13/Dec/16 09:41 

Github user asfgit closed the pull request at:
 https://github.com/apache/camel/pull/1336 







 ASF GitHub Bot
 added a comment  - 13/Dec/16 09:41                    Github user asfgit closed the pull request at: 

      https://github.com/apache/camel/pull/1336               








 Christian Schneider
 added a comment  - 13/Feb/17 17:52 

I think the commit 05ba679d3906528cb is causing a severe issue with the activemq-camel component (AMQ-6597). The BundleComponentResolver seems to detect the activemq component inside the activemq-osgi bundle. This causes the activemq component to not work at all.
The issue seems to be caused by removing the test for a matching class:
                            if (test.matches(clazz)) 
{
                                classes.add(clazz);
                            }

After all though loading the foreign class is the problem in the first place. As activemq OSGi has DynamicImport-Package * it will be able to load all classes in the OSGi system and will create a wiring to the classes package. 
I will create a separate issue to track and solve this problem. 







 Christian Schneider
 added a comment  - 13/Feb/17 17:52                    I think the commit 05ba679d3906528cb is causing a severe issue with the activemq-camel component (  AMQ-6597  ). The BundleComponentResolver seems to detect the activemq component inside the activemq-osgi bundle. This causes the activemq component to not work at all. 

 The issue seems to be caused by removing the test for a matching class: 
                            if (test.matches(clazz))  
{
                                classes.add(clazz);
                            }

 After all though loading the foreign class is the problem in the first place. As activemq OSGi has DynamicImport-Package * it will be able to load all classes in the OSGi system and will create a wiring to the classes package.  
I will create a separate issue to track and solve this problem.              



"
10574,New Feature,Resolved,Minor,Fixed,,2.19.0,None,None,Unknown,Luca Burgazzoli,Luca Burgazzoli,0,1,12/8/2016 13:31,12/21/2016 17:59,12/21/2016 17:59,"

To leverage i.e. DiscoveryClient for ServiceCall EIP

","

    There are no comments yet on this issue.
 "
10575,Improvement,Resolved,Major,Fixed,,"2.17.5,                                            2.18.2,                                            2.19.0",camel-snakeyaml,None,Unknown,Luca Burgazzoli,Luca Burgazzoli,0,2,12/8/2016 13:32,12/12/2016 9:14,12/9/2016 16:20,,"





 Thomas Diesler
 added a comment  - 12/Dec/16 09:03 

Commits related to this issue break wildfly-camel integration
CrossRef: https://github.com/wildfly-extras/wildfly-camel/issues/1530 







 Thomas Diesler
 added a comment  - 12/Dec/16 09:03                    Commits related to this issue break wildfly-camel integration 

 CrossRef:  https://github.com/wildfly-extras/wildfly-camel/issues/1530               








 Luca Burgazzoli
 added a comment  - 12/Dec/16 09:14 

this may be expected as you now need to register the POJOs you want to de-serialize, test have been updated too.
ping me if you need any help 







 Luca Burgazzoli
 added a comment  - 12/Dec/16 09:14                    this may be expected as you now need to register the POJOs you want to de-serialize, test have been updated too. 
ping me if you need any help              



"
10576,Improvement,Resolved,Major,Fixed,,2.19.0,camel-snakeyaml,None,Unknown,Luca Burgazzoli,Luca Burgazzoli,0,1,12/8/2016 13:34,12/13/2016 16:24,12/13/2016 16:24,,"

    There are no comments yet on this issue.
 "
10577,Improvement,Resolved,Major,Fixed,,"2.18.2,                                            2.19.0",camel-jetty,None,Unknown,Andrea Cosentino,Christoph Läubrich,0,3,12/8/2016 14:06,1/13/2017 8:53,1/12/2017 7:16,"

Camel-Jetty9 uses BufferingResponseListener without any arguments when retriving content from URLs.
This leads to the problem that you can retrive a maximum of 2MiB from a server, e.g. the following code

public void configure() throws Exception {

                from(""timer://test?repeatCount=1"")
                .log(""Start download..."")
                .to(""jetty:http://mirror.netcologne.de/apache.org/camel/apache-camel/2.18.1/apache-camel-2.18.1.zip"")
                .log(""Download done!"");

            }

leads to

org.apache.camel.CamelExchangeException: JettyClient failed cause by: Buffering capacity exceeded. Exchange[ID-laeubi4core-60072-1481204922807-0-2]. Caused by: [java.lang.IllegalArgumentException - Buffering capacity exceeded]
	at org.apache.camel.component.jetty9.JettyContentExchange9.doTaskCompleted(JettyContentExchange9.java:156)
	at org.apache.camel.component.jetty9.JettyContentExchange9$2.onComplete(JettyContentExchange9.java:222)
	at org.eclipse.jetty.client.ResponseNotifier.notifyComplete(ResponseNotifier.java:193)
	at org.eclipse.jetty.client.ResponseNotifier.notifyComplete(ResponseNotifier.java:185)
	at org.eclipse.jetty.client.HttpReceiver.terminateResponse(HttpReceiver.java:456)
	at org.eclipse.jetty.client.HttpReceiver.terminateResponse(HttpReceiver.java:437)
	at org.eclipse.jetty.client.HttpReceiver.responseHeaders(HttpReceiver.java:280)
	at org.eclipse.jetty.client.http.HttpReceiverOverHTTP.headerComplete(HttpReceiverOverHTTP.java:230)
	at org.eclipse.jetty.http.HttpParser.parseHeaders(HttpParser.java:1038)
	at org.eclipse.jetty.http.HttpParser.parseNext(HttpParser.java:1266)
	at org.eclipse.jetty.client.http.HttpReceiverOverHTTP.parse(HttpReceiverOverHTTP.java:158)
	at org.eclipse.jetty.client.http.HttpReceiverOverHTTP.process(HttpReceiverOverHTTP.java:119)
	at org.eclipse.jetty.client.http.HttpReceiverOverHTTP.receive(HttpReceiverOverHTTP.java:69)
	at org.eclipse.jetty.client.http.HttpChannelOverHTTP.receive(HttpChannelOverHTTP.java:90)
	at org.eclipse.jetty.client.http.HttpConnectionOverHTTP.onFillable(HttpConnectionOverHTTP.java:114)
	at org.eclipse.jetty.io.AbstractConnection$ReadCallback.succeeded(AbstractConnection.java:273)
	at org.eclipse.jetty.io.FillInterest.fillable(FillInterest.java:95)
	at org.eclipse.jetty.io.SelectChannelEndPoint$2.run(SelectChannelEndPoint.java:93)
	at org.eclipse.jetty.util.thread.strategy.ExecuteProduceConsume.produceAndRun(ExecuteProduceConsume.java:246)
	at org.eclipse.jetty.util.thread.strategy.ExecuteProduceConsume.run(ExecuteProduceConsume.java:156)
	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:654)
	at org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:572)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalArgumentException: Buffering capacity exceeded
	at org.eclipse.jetty.client.util.BufferingResponseListener.onHeaders(BufferingResponseListener.java:75)
	at org.eclipse.jetty.client.ResponseNotifier.notifyHeaders(ResponseNotifier.java:103)
	at org.eclipse.jetty.client.ResponseNotifier.notifyHeaders(ResponseNotifier.java:95)
	at org.eclipse.jetty.client.HttpReceiver.responseHeaders(HttpReceiver.java:259)
	... 16 more

The maximum size should at least be configurable (even though it is not recommended to do so since it seem to reserve the full buffer space on each request then).
It might be even better to use InputStreamResponseListener instead to place an input stream in the body.

","





 Christoph Läubrich
 added a comment  - 08/Dec/16 14:11   - edited 

Others are also affected by this bug, see 

https://github.com/fcrepo4-labs/fcrepo-api-x/issues/76
http://stackoverflow.com/questions/40604539/camel-jetty-buffering-capacity-exceeded
http://stackoverflow.com/questions/36546655/camel-jetty-http-proxy-large-response-data-casue-issue-buffering-capacity-exc









 Christoph Läubrich
 added a comment  - 08/Dec/16 14:11   - edited                   Others are also affected by this bug, see  
 
	  https://github.com/fcrepo4-labs/fcrepo-api-x/issues/76  
	  http://stackoverflow.com/questions/40604539/camel-jetty-buffering-capacity-exceeded  
	  http://stackoverflow.com/questions/36546655/camel-jetty-http-proxy-large-response-data-casue-issue-buffering-capacity-exc  
 
             








 Claus Ibsen
 added a comment  - 08/Dec/16 20:07 

You are welcome to work on a patch / github PR that uses that listener instead. 







 Claus Ibsen
 added a comment  - 08/Dec/16 20:07                    You are welcome to work on a patch / github PR that uses that listener instead.              








 ASF GitHub Bot
 added a comment  - 10/Jan/17 08:57 

GitHub user kevinearls opened a pull request:
 https://github.com/apache/camel/pull/1388
 CAMEL-10577 replace BufferingResponseListener with InputStreamRespons…
    …eListener to avoid hardcoded 2MB limit
You can merge this pull request into a Git repository by running:
    $ git pull https://github.com/kevinearls/camel CAMEL-10577
Alternatively you can review and apply these changes as the patch at:
 https://github.com/apache/camel/pull/1388.patch
To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:
    This closes #1388

commit 41cd808b813d0919dea28c31851c1eb056310e82
Author: Kevin Earls <kevin@kevinearls.com>
Date:   2017-01-10T08:56:40Z
 CAMEL-10577 replace BufferingResponseListener with InputStreamResponseListener to avoid hardcoded 2MB limit
 







 ASF GitHub Bot
 added a comment  - 10/Jan/17 08:57                    GitHub user kevinearls opened a pull request: 

      https://github.com/apache/camel/pull/1388  

       CAMEL-10577   replace BufferingResponseListener with InputStreamRespons… 

     …eListener to avoid hardcoded 2MB limit 

 You can merge this pull request into a Git repository by running: 

     $ git pull  https://github.com/kevinearls/camel    CAMEL-10577   

 Alternatively you can review and apply these changes as the patch at: 

      https://github.com/apache/camel/pull/1388.patch  

 To close this pull request, make a commit to your master/trunk branch 
with (at least) the following in the commit message: 

     This closes #1388 

 
 commit 41cd808b813d0919dea28c31851c1eb056310e82 
Author: Kevin Earls <kevin@kevinearls.com> 
Date:   2017-01-10T08:56:40Z 

       CAMEL-10577   replace BufferingResponseListener with InputStreamResponseListener to avoid hardcoded 2MB limit 

              








 ASF GitHub Bot
 added a comment  - 13/Jan/17 08:53 

Github user asfgit closed the pull request at:
 https://github.com/apache/camel/pull/1388 







 ASF GitHub Bot
 added a comment  - 13/Jan/17 08:53                    Github user asfgit closed the pull request at: 

      https://github.com/apache/camel/pull/1388               



"
10578,Bug,Resolved,Major,Fixed,"2.16.4,                                            2.17.4,                                            2.18.1","2.16.5,                                            2.17.5,                                            2.18.2",camel-cxf,None,Unknown,Daniel Kulp,Daniel Kulp,0,1,12/8/2016 17:47,12/9/2016 16:07,12/9/2016 16:07,"

With a doc/literal endpoint using PAYLOAD mode, if a client sends a request where the child element of the Body uses a default namespace and that namespace is defined on the soap envelope or soap body (and not the element itself), you either get an exception of:
1) (insecure message, no WSS4J processing)

org.xml.sax.SAXParseException: Element or attribute do not match QName production: QName::=(NCName':')?NCName. 
    at org.apache.camel.impl.converter.BaseTypeConverterRegistry.createTypeConversionException(BaseTypeConverterRegistry.java:610)[75:org.apache.camel.camel-core:2.16.3]
    at org.apache.camel.impl.converter.BaseTypeConverterRegistry.convertTo(BaseTypeConverterRegistry.java:137)[75:org.apache.camel.camel-core:2.16.3]


2) Secure message:

org.w3c.dom.DOMException: NAMESPACE_ERR: An attempt is made to create or change an object in a way which is incorrect with regard to namespaces.
    at com.sun.org.apache.xerces.internal.dom.CoreDocumentImpl.checkNamespaceWF(CoreDocumentImpl.java:2535)[:1.8.0_66]
    at com.sun.org.apache.xerces.internal.dom.AttrNSImpl.setName(AttrNSImpl.java:93)[:1.8.0_66]
    at com.sun.org.apache.xerces.internal.dom.AttrNSImpl.<init>(AttrNSImpl.java:78)[:1.8.0_66]
    at com.sun.org.apache.xerces.internal.dom.CoreDocumentImpl.createAttributeNS(CoreDocumentImpl.java:2164)[:1.8.0_66]
    at com.sun.xml.messaging.saaj.soap.SOAPDocumentImpl.createAttributeNS(SOAPDocumentImpl.java:186)[162:org.apache.servicemix.bundles.saaj-impl:1.3.23.2]
    at com.sun.xml.messaging.saaj.soap.SOAPDocumentImpl.createAttribute(SOAPDocumentImpl.java:153)[162:org.apache.servicemix.bundles.saaj-impl:1.3.23.2]
    at com.sun.org.apache.xerces.internal.dom.ElementImpl.setAttribute(ElementImpl.java:498)[:1.8.0_66]
    at org.apache.camel.component.cxf.DefaultCxfBinding.addNamespace(DefaultCxfBinding.java:764)[76:org.apache.camel.camel-cxf:2.16.3]


both are due to camel-cxf/DefaultCxfBinding.addNamespaces not properly adding default namespace attributes to the DOM.

","

    There are no comments yet on this issue.
 "
10579,Bug,Resolved,Minor,Fixed,"2.17.2,                                            2.18.1","2.17.5,                                            2.18.2,                                            2.19.0",camel-soap,soap11,Novice,Claus Ibsen,Jonathan Scholis,0,3,12/8/2016 19:51,12/13/2016 0:07,12/12/2016 9:11,"

The Soap11DataFormatAdapter class has the same issue that was previously fixed in the Soap12DataFormatAdapter class (CAMEL-8708).  Specifically, it throws a NullPointerException in the event of a missing SOAP fault detail, which is allowed per specifications (https://www.w3.org/TR/2000/NOTE-SOAP-20000508/#_Ref477795995).  I believe the same fix should be applied to the Soap11DataFormatAdapter code.

","





 Claus Ibsen
 added a comment  - 08/Dec/16 20:03 

You are welcome to provide a patch file or better as a github PR
http://camel.apache.org/contributing 







 Claus Ibsen
 added a comment  - 08/Dec/16 20:03                    You are welcome to provide a patch file or better as a github PR 
 http://camel.apache.org/contributing               








 ASF GitHub Bot
 added a comment  - 11/Dec/16 16:00 

GitHub user scholisj opened a pull request:
 https://github.com/apache/camel/pull/1342
    Fix for CAMEL-10579.  Similar to fix for CAMEL-8708, but for SOAP 1.1.
You can merge this pull request into a Git repository by running:
    $ git pull https://github.com/scholisj/camel master
Alternatively you can review and apply these changes as the patch at:
 https://github.com/apache/camel/pull/1342.patch
To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:
    This closes #1342

commit 5c2f5da5a99b3098e2360841d5689fde8f869cf4
Author: Jonathan Scholis <scholisj@10.0.0.2>
Date:   2016-12-11T15:56:59Z
    Fix for CAMEL-10579.  Similar to fix for CAMEL-8708, but for SOAP 1.1.
 







 ASF GitHub Bot
 added a comment  - 11/Dec/16 16:00                    GitHub user scholisj opened a pull request: 

      https://github.com/apache/camel/pull/1342  

     Fix for   CAMEL-10579  .  Similar to fix for   CAMEL-8708  , but for SOAP 1.1. 



 You can merge this pull request into a Git repository by running: 

     $ git pull  https://github.com/scholisj/camel  master 

 Alternatively you can review and apply these changes as the patch at: 

      https://github.com/apache/camel/pull/1342.patch  

 To close this pull request, make a commit to your master/trunk branch 
with (at least) the following in the commit message: 

     This closes #1342 

 
 commit 5c2f5da5a99b3098e2360841d5689fde8f869cf4 
Author: Jonathan Scholis <scholisj@10.0.0.2> 
Date:   2016-12-11T15:56:59Z 

     Fix for   CAMEL-10579  .  Similar to fix for   CAMEL-8708  , but for SOAP 1.1. 

              








 Claus Ibsen
 added a comment  - 12/Dec/16 09:11 

Thanks for the PR 







 Claus Ibsen
 added a comment  - 12/Dec/16 09:11                    Thanks for the PR              








 ASF GitHub Bot
 added a comment  - 13/Dec/16 00:07 

Github user scholisj closed the pull request at:
 https://github.com/apache/camel/pull/1342 







 ASF GitHub Bot
 added a comment  - 13/Dec/16 00:07                    Github user scholisj closed the pull request at: 

      https://github.com/apache/camel/pull/1342               



"
10580,Bug,Resolved,Major,Invalid,2.16.1,,camel-activemq,None,Unknown,Andrea Cosentino,Anh Nguyen,0,2,12/9/2016 7:50,12/9/2016 8:12,12/9/2016 7:55,"

I use camel-activeMQ-spring
and I have issue: java heap space.
Log: [Thread-9] o.s.b.f.s.DisposableBeanAdapter : Invocation of destroy method failed on bean with name 'camelContext': java.lang.OutOfMemoryError: Java heap space
Please suppor me, 

","





 Andrea Cosentino
 added a comment  - 09/Dec/16 07:55 

Please use the users mailing list for this problem. Thanks. 







 Andrea Cosentino
 added a comment  - 09/Dec/16 07:55                    Please use the users mailing list for this problem. Thanks.              








 Anh Nguyen
 added a comment  - 09/Dec/16 08:09 

Please help me, ancosen
I don't understand mailing list. 







 Anh Nguyen
 added a comment  - 09/Dec/16 08:09                    Please help me,  ancosen  
I don't understand mailing list.              








 Andrea Cosentino
 added a comment  - 09/Dec/16 08:12 

Subscribe yourself to Users mailing list
http://camel.apache.org/mailing-lists.html
Then send an email to 	
users@camel.apache.org
with your problem, logs etc. 







 Andrea Cosentino
 added a comment  - 09/Dec/16 08:12                    Subscribe yourself to Users mailing list 

  http://camel.apache.org/mailing-lists.html  

 Then send an email to 	 
users@camel.apache.org 

 with your problem, logs etc.              



"
10581,Bug,Resolved,Major,Fixed,2.16.3,"2.17.5,                                            2.18.2,                                            2.19.0",camel-core,"password
raw
sftp
toD",Unknown,Claus Ibsen,Arpit Goyal,0,1,12/9/2016 10:12,1/5/2017 0:31,12/14/2016 10:38,"

We have SFTP passwords which have special characters and hence we tried to use the RAW function. On testing we saw that the RAW doesn't work and it still fails.
On debugging we realize that we are using toD(""sftp://...."") and not to(""sftp://...""). As toD has been introduced later, I guess support for RAW was missed 
Camel Version: 2.16.3
URL: sftp://10.14.112.183:8686/customer?username=tester&password=RAW(abXNd+4nfzS)&stepwise=false&disconnect=true&reconnectDelay=5000&autoCreate=false&fileExist=Override&connectTimeout=300000
Code Fails at - org.apache.camel.model.ToDynamicDefinition.createExpression(RouteContext)  - line 86 or 117 (depending on your viewpoint).

Line 86: String[] parts = uri.split(""+"");
Line  117: We concat expressions, without realizing that + was within the RAW function.

Regards,
Arpit.

","





 Arpit Goyal
 added a comment  - 05/Jan/17 00:31 

davsclaus gzurowski Any way I can find out when the 2.18.2 will be released. Checked - http://camel.apache.org/camel-2182-release.html but didn't find some definitive date.  







 Arpit Goyal
 added a comment  - 05/Jan/17 00:31                     davsclaus   gzurowski  Any way I can find out when the 2.18.2 will be released. Checked -  http://camel.apache.org/camel-2182-release.html  but didn't find some definitive date.               



"
10582,Bug,Resolved,Minor,Fixed,2.18.1,"2.17.5,                                            2.18.2,                                            2.19.0",camel-spring-integration,easyfix,Novice,Claus Ibsen,Boris Kuzmic,0,3,12/9/2016 12:50,12/12/2016 9:04,12/12/2016 9:04,"

When SpringIntegrationMessage is copied from another SpringIntegrationMessage that already has siMessage headers, exception is thrown:
java.lang.UnsupportedOperationException: MessageHeaders is immutable.
Which is a valid exception since Spring Message headers (the whole message as well) are immutable.

","





 ASF GitHub Bot
 added a comment  - 09/Dec/16 15:38 

GitHub user bkuzmic opened a pull request:
 https://github.com/apache/camel/pull/1340
 CAMEL-10582: Fixing copying of immutable Spring headers
    Please consider merging this fix to allow complete Spring integration work correctly.
You can merge this pull request into a Git repository by running:
    $ git pull https://github.com/bkuzmic/camel CAMEL-10582
Alternatively you can review and apply these changes as the patch at:
 https://github.com/apache/camel/pull/1340.patch
To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:
    This closes #1340

commit 06ca63894a17db1ea872a37b36846bdce5f0b1c3
Author: Boris Kuzmic <boris.kuzmic@ericsson.com>
Date:   2016-12-09T15:35:34Z
 CAMEL-10582: Fixing copying of immutable Spring headers
 







 ASF GitHub Bot
 added a comment  - 09/Dec/16 15:38                    GitHub user bkuzmic opened a pull request: 

      https://github.com/apache/camel/pull/1340  

       CAMEL-10582  : Fixing copying of immutable Spring headers 

     Please consider merging this fix to allow complete Spring integration work correctly. 

 You can merge this pull request into a Git repository by running: 

     $ git pull  https://github.com/bkuzmic/camel    CAMEL-10582   

 Alternatively you can review and apply these changes as the patch at: 

      https://github.com/apache/camel/pull/1340.patch  

 To close this pull request, make a commit to your master/trunk branch 
with (at least) the following in the commit message: 

     This closes #1340 

 
 commit 06ca63894a17db1ea872a37b36846bdce5f0b1c3 
Author: Boris Kuzmic <boris.kuzmic@ericsson.com> 
Date:   2016-12-09T15:35:34Z 

       CAMEL-10582  : Fixing copying of immutable Spring headers 

              








 ASF GitHub Bot
 added a comment  - 12/Dec/16 09:04 

Github user asfgit closed the pull request at:
 https://github.com/apache/camel/pull/1340 







 ASF GitHub Bot
 added a comment  - 12/Dec/16 09:04                    Github user asfgit closed the pull request at: 

      https://github.com/apache/camel/pull/1340               








 Claus Ibsen
 added a comment  - 12/Dec/16 09:04 

Thanks for the PR 







 Claus Ibsen
 added a comment  - 12/Dec/16 09:04                    Thanks for the PR              



"
10583,Task,Resolved,Trivial,Fixed,,2.19.0,documentation,None,Unknown,Claus Ibsen,Bob Paulin,0,2,12/9/2016 14:07,12/9/2016 14:25,12/9/2016 14:25,"

Currently the http://camel.apache.org/json.html  states:
Finally use the Camel JacksonDataFormat to marshall the above POJO to JSON.
from(""direct:inPojoAgeView"").marshal().json(TestPojoView.class, Views.Age.class);
Note that the weight field is missing in the resulting JSON:
{""age"":30, ""weight"":70}

The result is incorrect.  Should read:
{""age"":30, ""height"":190}

This matches the JacksonMarshalViewTest unit test.  

","





 Claus Ibsen
 added a comment  - 09/Dec/16 14:25 

Thanks it was the height field that was missing 







 Claus Ibsen
 added a comment  - 09/Dec/16 14:25                    Thanks it was the height field that was missing              



"
10584,Improvement,Resolved,Major,Fixed,,2.19.0,tooling,None,Unknown,Luca Burgazzoli,Luca Burgazzoli,0,1,12/9/2016 14:28,12/9/2016 17:53,12/9/2016 17:53,"

In *AutoConfiguration classes generated by camel-package-plugin, there is a check like 

if (myInstance instanceof CamelContextAware) {
    ((CamelContextAware) dataformat).setCamelContext(camelContext);
}


This check may fail at compile time if myInstance is final and it is not an instance of CamelContextAware which make not possible to write final classes.
We should do something like:

if (CamelContextAware.class.isAssignableFrom(MyInstanceType.class)) {
    CamelContextAware context = CamelContextAware.class.cast(myInstance);
    if (context != null) {
        context.setCamelContext(camelContext);
    }
}



","

    There are no comments yet on this issue.
 "
